,STATION,Stop Name,GTFS Latitude,GTFS Longitude
0,1 AVE,1 Av,40.730953,-73.981628
1,1 AV,1 Av,40.730953,-73.981628
2,103 ST,103 St,40.796092,-73.961454
3,103 ST,103 St,40.799446,-73.968379
4,103 ST,103 St,40.7906,-73.947478
5,103 ST,103 St,40.796092,-73.961454
6,103 ST,103 St,40.799446,-73.968379
7,103 ST,103 St,40.7906,-73.947478
8,103 ST,103 St,40.796092,-73.961454
9,103 ST,103 St,40.799446,-73.968379
10,103 ST,103 St,40.7906,-73.947478
11,103 ST-CORONA,103 St - Corona Plaza,40.749865,-73.8627
12,104 ST,104 St,40.695178,-73.84433
13,104 ST,104 St,40.681711,-73.837683
14,104 ST,104 St,40.695178,-73.84433
15,104 ST,104 St,40.681711,-73.837683
16,110 ST,110 St,40.79502,-73.94425
17,110 ST-CATHEDRL,110 St,40.79502,-73.94425
18,110 ST-CPN,110 St,40.79502,-73.94425
19,GREENWOOD-111,111 St,40.697418,-73.836345
20,GREENWOOD-111,111 St,40.684331,-73.832163
21,GREENWOOD-111,111 St,40.75173,-73.855334
22,111 ST,111 St,40.697418,-73.836345
23,111 ST,111 St,40.684331,-73.832163
24,111 ST,111 St,40.75173,-73.855334
25,111 ST,111 St,40.697418,-73.836345
26,111 ST,111 St,40.684331,-73.832163
27,111 ST,111 St,40.75173,-73.855334
28,111 ST,111 St,40.697418,-73.836345
29,111 ST,111 St,40.684331,-73.832163
30,111 ST,111 St,40.75173,-73.855334
31,116 ST,116 St,40.805085,-73.954882
32,116 ST,116 St,40.798629,-73.941617
33,116 ST,116 St,40.802098,-73.949625
34,116 ST,116 St,40.805085,-73.954882
35,116 ST,116 St,40.798629,-73.941617
36,116 ST,116 St,40.802098,-73.949625
37,116 ST,116 St,40.805085,-73.954882
38,116 ST,116 St,40.798629,-73.941617
39,116 ST,116 St,40.802098,-73.949625
40,116 ST-COLUMBIA,116 St - Columbia University,40.807722,-73.96411
41,121 ST,121 St,40.700492,-73.828294
42,125 ST,125 St,40.811109,-73.952343
43,125 ST,125 St,40.815581,-73.958372
44,125 ST,125 St,40.804138,-73.937594
45,125 ST,125 St,40.807754,-73.945495
46,125 ST,125 St,40.811109,-73.952343
47,125 ST,125 St,40.815581,-73.958372
48,125 ST,125 St,40.804138,-73.937594
49,125 ST,125 St,40.807754,-73.945495
50,125 ST,125 St,40.811109,-73.952343
51,125 ST,125 St,40.815581,-73.958372
52,125 ST,125 St,40.804138,-73.937594
53,125 ST,125 St,40.807754,-73.945495
54,125 ST,125 St,40.811109,-73.952343
55,125 ST,125 St,40.815581,-73.958372
56,125 ST,125 St,40.804138,-73.937594
57,125 ST,125 St,40.807754,-73.945495
58,135 ST,135 St,40.817894,-73.947649
59,135 ST,135 St,40.814229,-73.94077
60,135 ST,135 St,40.817894,-73.947649
61,135 ST,135 St,40.814229,-73.94077
62,137 ST CITY COL,137 St - City College,40.822008,-73.953676
63,137 ST-CITY COL,137 St - City College,40.822008,-73.953676
64,138 ST-GR CONC,138 St - Grand Concourse,40.813224,-73.929849
65,138/GRAND CONC,138 St - Grand Concourse,40.813224,-73.929849
66,138 ST-3 AVE,138 St - Grand Concourse,40.813224,-73.929849
67,14TH STREET,14 St,40.740893,-74.00169
68,14TH STREET,14 St,40.738228,-73.996209
69,14TH STREET,14 St,40.737826,-74.000201
70,14 ST-UNION SQ,14 St - Union Sq,40.735736,-73.990568
71,14 ST-UNION SQ,14 St - Union Sq,40.734673,-73.989951
72,14 ST-UNION SQ,14 St - Union Sq,40.735736,-73.990568
73,14 ST-UNION SQ,14 St - Union Sq,40.734673,-73.989951
74,14 ST-UNION SQ,14 St - Union Sq,40.735736,-73.990568
75,14 ST-UNION SQ,14 St - Union Sq,40.734673,-73.989951
76,14 ST-UNION SQ,14 St - Union Sq,40.735736,-73.990568
77,14 ST-UNION SQ,14 St - Union Sq,40.734673,-73.989951
78,145 ST,145 St,40.824783,-73.944216
79,145 ST,145 St,40.826551,-73.95036
80,145 ST,145 St,40.820421,-73.936245
81,145 ST,145 St,40.824783,-73.944216
82,145 ST,145 St,40.826551,-73.95036
83,145 ST,145 St,40.820421,-73.936245
84,145 ST,145 St,40.824783,-73.944216
85,145 ST,145 St,40.826551,-73.95036
86,145 ST,145 St,40.820421,-73.936245
87,149 ST-3 AVE,149 St - Grand Concourse,40.818375,-73.927351
88,149 ST-3 AVE,149 St - Grand Concourse,40.81841,-73.926718
89,149 ST-GR CONC,149 St - Grand Concourse,40.818375,-73.927351
90,149 ST-GR CONC,149 St - Grand Concourse,40.81841,-73.926718
91,149/GRAND CONC,149 St - Grand Concourse,40.818375,-73.927351
92,149/GRAND CONC,149 St - Grand Concourse,40.81841,-73.926718
93,15 ST-PROSPECT,15 St - Prospect Park,40.660365,-73.979493
94,155 ST,155 St,40.830518,-73.941514
95,155 ST,155 St,40.830135,-73.938209
96,155 ST,155 St,40.830518,-73.941514
97,155 ST,155 St,40.830135,-73.938209
98,157 ST,157 St,40.834041,-73.94489
99,161 ST-YANKEE,161 St - Yankee Stadium,40.827905,-73.925651
100,161 ST-YANKEE,161 St - Yankee Stadium,40.827994,-73.925831
101,161 ST-YANKEE,161 St - Yankee Stadium,40.827905,-73.925651
102,161 ST-YANKEE,161 St - Yankee Stadium,40.827994,-73.925831
103,161/YANKEE STAD,161 St - Yankee Stadium,40.827905,-73.925651
104,161/YANKEE STAD,161 St - Yankee Stadium,40.827994,-73.925831
105,161/YANKEE STAD,161 St - Yankee Stadium,40.827905,-73.925651
106,161/YANKEE STAD,161 St - Yankee Stadium,40.827994,-73.925831
107,163 ST-AMSTERDM,163 St - Amsterdam Av,40.836013,-73.939892
108,167 ST,167 St,40.833771,-73.91844
109,167 ST,167 St,40.835537,-73.9214
110,167 ST,167 St,40.833771,-73.91844
111,167 ST,167 St,40.835537,-73.9214
112,168 ST,168 St,40.840719,-73.939561
113,168 ST,168 St,40.840719,-73.939561
114,168 ST-BROADWAY,168 St - Washington Hts,40.840556,-73.940133
115,168 ST-BROADWAY,168 St - Washington Hts,40.840556,-73.940133
116,169 ST,169 St,40.71047,-73.793604
117,170 ST,170 St,40.839306,-73.9134
118,170 ST,170 St,40.840075,-73.917791
119,170 ST,170 St,40.839306,-73.9134
120,170 ST,170 St,40.840075,-73.917791
121,174 ST,174 St,40.837288,-73.887734
122,174-175 ST,174-175 Sts,40.8459,-73.910136
123,174-175 STS,174-175 Sts,40.8459,-73.910136
124,175 ST,175 St,40.847391,-73.939704
125,176 ST,176 St,40.84848,-73.911794
126,18 AVE,18 Av,40.607954,-74.001736
127,18 AVE,18 Av,40.620671,-73.990414
128,18 AVE,18 Av,40.629755,-73.976971
129,18 AVE,18 Av,40.607954,-74.001736
130,18 AVE,18 Av,40.620671,-73.990414
131,18 AVE,18 Av,40.629755,-73.976971
132,18 AVE,18 Av,40.607954,-74.001736
133,18 AVE,18 Av,40.620671,-73.990414
134,18 AVE,18 Av,40.629755,-73.976971
135,18 AV,18 Av,40.607954,-74.001736
136,18 AV,18 Av,40.620671,-73.990414
137,18 AV,18 Av,40.629755,-73.976971
138,18 AV,18 Av,40.607954,-74.001736
139,18 AV,18 Av,40.620671,-73.990414
140,18 AV,18 Av,40.629755,-73.976971
141,18 AV,18 Av,40.607954,-74.001736
142,18 AV,18 Av,40.620671,-73.990414
143,18 AV,18 Av,40.629755,-73.976971
144,18 ST,18 St,40.74104,-73.997871
145,181 ST,181 St,40.851695,-73.937969
146,181 ST,181 St,40.849505,-73.933596
147,181 ST,181 St,40.851695,-73.937969
148,181 ST,181 St,40.849505,-73.933596
149,182-183 ST,182-183 Sts,40.856093,-73.900741
150,182-183 STS,182-183 Sts,40.856093,-73.900741
151,183 ST,183 St,40.858407,-73.903879
152,190 ST,190 St,40.859022,-73.93418
153,191 ST,191 St,40.855225,-73.929412
154,2 AVE,2 Av,40.723402,-73.989938
155,2 AV,2 Av,40.723402,-73.989938
156,20 AVE,20 Av,40.604556,-73.998168
157,20 AVE,20 Av,40.61741,-73.985026
158,20 AVE,20 Av,40.604556,-73.998168
159,20 AVE,20 Av,40.61741,-73.985026
160,20 AV,20 Av,40.604556,-73.998168
161,20 AV,20 Av,40.61741,-73.985026
162,20 AV,20 Av,40.604556,-73.998168
163,20 AV,20 Av,40.61741,-73.985026
164,207 ST,207 St,40.864621,-73.918822
165,21 ST,21 St,40.744065,-73.949724
166,21 ST,21 St - Queensbridge,40.754203,-73.942836
167,21 ST-QNSBRIDGE,21 St - Queensbridge,40.754203,-73.942836
168,215 ST,215 St,40.869444,-73.915279
169,219 ST,219 St,40.883895,-73.862633
170,225 ST,225 St,40.888022,-73.860341
171,23 ST-5 AVE,23 St,40.741303,-73.989344
172,23 ST-5 AVE,23 St,40.745906,-73.998041
173,23 ST-5 AVE,23 St,40.742878,-73.992821
174,23 ST-5 AVE,23 St,40.744081,-73.995657
175,23 ST-5 AVE,23 St,40.739864,-73.986599
176,23 ST-6 AVE,23 St,40.741303,-73.989344
177,23 ST-6 AVE,23 St,40.745906,-73.998041
178,23 ST-6 AVE,23 St,40.742878,-73.992821
179,23 ST-6 AVE,23 St,40.744081,-73.995657
180,23 ST-6 AVE,23 St,40.739864,-73.986599
181,23 ST,23 St,40.741303,-73.989344
182,23 ST,23 St,40.745906,-73.998041
183,23 ST,23 St,40.742878,-73.992821
184,23 ST,23 St,40.744081,-73.995657
185,23 ST,23 St,40.739864,-73.986599
186,23 ST,23 St,40.741303,-73.989344
187,23 ST,23 St,40.745906,-73.998041
188,23 ST,23 St,40.742878,-73.992821
189,23 ST,23 St,40.744081,-73.995657
190,23 ST,23 St,40.739864,-73.986599
191,23 ST,23 St,40.741303,-73.989344
192,23 ST,23 St,40.745906,-73.998041
193,23 ST,23 St,40.742878,-73.992821
194,23 ST,23 St,40.744081,-73.995657
195,23 ST,23 St,40.739864,-73.986599
196,23 ST,23 St,40.741303,-73.989344
197,23 ST,23 St,40.745906,-73.998041
198,23 ST,23 St,40.742878,-73.992821
199,23 ST,23 St,40.744081,-73.995657
200,23 ST,23 St,40.739864,-73.986599
201,23 ST,23 St,40.741303,-73.989344
202,23 ST,23 St,40.745906,-73.998041
203,23 ST,23 St,40.742878,-73.992821
204,23 ST,23 St,40.744081,-73.995657
205,23 ST,23 St,40.739864,-73.986599
206,23 ST,23 St,40.741303,-73.989344
207,23 ST,23 St,40.745906,-73.998041
208,23 ST,23 St,40.742878,-73.992821
209,23 ST,23 St,40.744081,-73.995657
210,23 ST,23 St,40.739864,-73.986599
211,231 ST,231 St,40.878856,-73.904834
212,233 ST,233 St,40.893193,-73.857473
213,238 ST,238 St,40.884667,-73.90087
214,25 AVE,25 Av,40.597704,-73.986829
215,25 AV,25 Av,40.597704,-73.986829
216,25 ST,25 St,40.660397,-73.998091
217,28 ST-BROADWAY,28 St,40.745494,-73.988691
218,28 ST-BROADWAY,28 St,40.747215,-73.993365
219,28 ST-BROADWAY,28 St,40.74307,-73.984264
220,28 ST,28 St,40.745494,-73.988691
221,28 ST,28 St,40.747215,-73.993365
222,28 ST,28 St,40.74307,-73.984264
223,28 ST,28 St,40.745494,-73.988691
224,28 ST,28 St,40.747215,-73.993365
225,28 ST,28 St,40.74307,-73.984264
226,28 ST,28 St,40.745494,-73.988691
227,28 ST,28 St,40.747215,-73.993365
228,28 ST,28 St,40.74307,-73.984264
229,28 ST,28 St,40.745494,-73.988691
230,28 ST,28 St,40.747215,-73.993365
231,28 ST,28 St,40.74307,-73.984264
232,3 AV,3 Av,40.732849,-73.986122
233,3 AV 138 ST,3 Av - 149 St,40.816109,-73.917757
234,3 AV-149 ST,3 Av - 149 St,40.816109,-73.917757
235,3 AVE,3 Av - 149 St,40.816109,-73.917757
236,GRAND-30 AVE,30 Av,40.766779,-73.921479
237,30 AV,30 Av,40.766779,-73.921479
238,30 AV,30 Av,40.766779,-73.921479
239,33 ST-RAWSON ST,33 St,40.746081,-73.982076
240,33 ST-RAWSON ST,33 St,40.744587,-73.930997
241,33 ST/RAWSON ST,33 St,40.746081,-73.982076
242,33 ST/RAWSON ST,33 St,40.744587,-73.930997
243,34 ST-HERALD SQ,33 St,40.746081,-73.982076
244,34 ST-HERALD SQ,33 St,40.744587,-73.930997
245,33 ST,33 St,40.746081,-73.982076
246,33 ST,33 St,40.744587,-73.930997
247,34 ST-HUDSON YD,34 St - 11 Av,40.755882,-74.00191
248,34 ST-HERALD SQ,34 St - Herald Sq,40.749567,-73.98795
249,34 ST-HERALD SQ,34 St - Herald Sq,40.749719,-73.987823
250,34 ST-PENN STA,34 St - Penn Station,40.752287,-73.993391
251,34 ST-PENN STA,34 St - Penn Station,40.750373,-73.991057
252,34 ST-PENN STA,34 St - Penn Station,40.752287,-73.993391
253,34 ST-PENN STA,34 St - Penn Station,40.750373,-73.991057
254,34 ST-PENN STA,34 St - Penn Station,40.752287,-73.993391
255,34 ST-PENN STA,34 St - Penn Station,40.750373,-73.991057
256,WASHINGTON-36 A,36 Av,40.756804,-73.929575
257,36 AV,36 Av,40.756804,-73.929575
258,36 AV,36 Av,40.756804,-73.929575
259,36 ST,36 St,40.655144,-74.003549
260,36 ST,36 St,40.752039,-73.928781
261,36 ST,36 St,40.655144,-74.003549
262,36 ST,36 St,40.752039,-73.928781
263,BEEBE-39 AVE,39 Av,40.752882,-73.932755
264,39 AV,39 Av,40.752882,-73.932755
265,39 AV,39 Av,40.752882,-73.932755
266,4 AV-9 ST,4 Av,40.670272,-73.989779
267,4 AVE,4 Av,40.670272,-73.989779
268,40 ST LOWERY ST,40 St,40.743781,-73.924016
269,40 ST-LOWERY ST,40 St,40.743781,-73.924016
270,42 ST-BRYANT PK,42 St - Bryant Pk,40.754222,-73.984569
271,42 ST-PA BUS TE,42 St - Port Authority Bus Terminal,40.757308,-73.989735
